0,1,2,3,4,5,6,7,8
0.2,0.9629629629629628,0.7976190476190477,0.6666666666666666,1,0,0,0.25,0.6666666666666666
0.2,0.04629629629629584,0.7976190476190477,0.6666666666666666,1,0,0,1.0,0.0
0.6000000000000001,0.9444444444444438,0.2023809523809524,1.0,0,0,0,0.75,0.0
1.0,0.9629629629629628,0.003968253968253982,0.0,1,1,1,0.0,0.3333333333333334
0.4,0.9444444444444438,0.6031746031746031,1.0,0,0,1,0.25,0.3333333333333334
0.4,0.009259259259258634,0.5972352111565858,1.0,0,0,1,0.75,0.3333333333333334
1.0,0.02777777777777768,0.0,0.0,1,1,1,0.25,0.3333333333333334
0.8,0.04629629629629584,0.4047619047619048,1.0,1,1,0,0.25,0.6666666666666666
0.8,0.01851851851851727,0.4007936507936508,1.0,1,0,1,0.0,0.9999999999999999
1.0,0.9444444444444438,0.002145777898186318,0.0,1,1,1,0.25,0.9999999999999999
0.4,0.9537037037037033,0.5972222222222221,1.0,0,1,0,0.0,0.0
0.8,0.04629629629629584,0.3988095238095238,1.0,1,1,0,0.25,0.0
0.4,0.009259259259258634,0.5992063492063493,1.0,0,1,0,1.0,0.6666666666666666
0.0,0.2276002476638572,0.9940476190476188,0.3333333333333333,0,0,0,0.25,0.6666666666666666
1.0,0.04629629629629584,0.003968253968253982,0.0,1,1,1,0.75,0.3333333333333334
0.6000000000000001,0.01851851851851727,0.2003968253968254,1.0,0,0,0,0.25,0.0
0.0,0.02777777777777768,0.9940476190476188,0.3333333333333333,0,0,0,0.5,0.0
1.0,0.9621180786983992,0.003968253968253982,1.0,1,0,0,0.0,0.0
0.6000000000000001,0.9722222222222214,0.2023809523809524,1.0,0,0,0,0.5,0.0
1.0,0.03703703703703631,0.001984126984127005,0.0,1,1,1,0.0,0.9999999999999999
1.0,0.02902702520863354,0.005684685074340501,0.0,1,1,1,1.0,0.9999999999999999
0.2,0.9722222222222214,0.7976190476190477,0.6666666666666666,1,1,1,0.0,0.9999999999999999
1.0,0.03655165947929717,0.0,0.0,1,1,1,0.25,0.9999999999999999
1.0,0.9421928317973371,0.001984126984127005,1.0,1,0,0,1.0,0.6666666666666666
1.0,0.9532703729443712,0.001984126984127005,0.0,1,1,1,0.25,0.9999999999999999
0.8,0.04629629629629584,0.4007936507936508,1.0,1,0,1,0.25,0.3333333333333334
0.6000000000000001,0.009259259259258634,0.2003968253968254,1.0,0,1,1,1.0,0.3333333333333334
0.0,0.9444444444444438,1.0,0.3333333333333333,0,0,0,0.5,0.6666666666666666
0.8,0.9444444444444438,0.4047619047619048,1.0,1,1,0,1.0,0.6666666666666666
0.8,0.9629629629629628,0.3988095238095238,1.0,1,1,0,0.5,0.0
0.4,0.04629629629629584,0.5992063492063493,1.0,0,1,0,0.25,0.6666666666666666
0.2,0.02777777777777768,0.8014743499755106,0.6666666666666666,1,0,0,1.0,0.0
